StateName,Pincode,District0,District1,District2,District3,District4
WEST BENGAL,712612,HOOGHLY,,,,
WEST BENGAL,712613,HOOGHLY,,,,
WEST BENGAL,712614,HOOGHLY,,,,
WEST BENGAL,712615,HOOGHLY,,,,
WEST BENGAL,712616,HOOGHLY,,,,
WEST BENGAL,712617,HOOGHLY,,,,
WEST BENGAL,712701,HOOGHLY,,,,
WEST BENGAL,712702,HOOGHLY,,,,
WEST BENGAL,712706,HOOGHLY,,,,
WEST BENGAL,713101,PURBA BARDHAMAN,,,,
WEST BENGAL,713102,PURBA BARDHAMAN,,,,
WEST BENGAL,713103,PURBA BARDHAMAN,,,,
WEST BENGAL,713104,PURBA BARDHAMAN,,,,
WEST BENGAL,713121,PURBA BARDHAMAN,,,,
WEST BENGAL,713122,PURBA BARDHAMAN,,,,
WEST BENGAL,713123,MURSHIDABAD,PURBA BARDHAMAN,,,
WEST BENGAL,713124,PURBA BARDHAMAN,,,,
WEST BENGAL,713125,PURBA BARDHAMAN,,,,
WEST BENGAL,713126,PURBA BARDHAMAN,,,,
WEST BENGAL,713127,PURBA BARDHAMAN,,,,
WEST BENGAL,713128,PURBA BARDHAMAN,,,,
WEST BENGAL,713129,BIRBHUM,MURSHIDABAD,PURBA BARDHAMAN,,
WEST BENGAL,713130,PURBA BARDHAMAN,,,,
WEST BENGAL,713131,PURBA BARDHAMAN,,,,
WEST BENGAL,713132,PURBA BARDHAMAN,,,,
WEST BENGAL,713140,PURBA BARDHAMAN,,,,
WEST BENGAL,713141,PURBA BARDHAMAN,,,,
WEST BENGAL,713142,BANKURA,PURBA BARDHAMAN,,,
WEST BENGAL,713143,BIRBHUM,PURBA BARDHAMAN,,,
WEST BENGAL,713144,PURBA BARDHAMAN,,,,
WEST BENGAL,713145,PURBA BARDHAMAN,,,,
WEST BENGAL,713146,PURBA BARDHAMAN,,,,
WEST BENGAL,713147,PURBA BARDHAMAN,,,,
WEST BENGAL,713148,PASCHIM BARDHAMAN,PURBA BARDHAMAN,,,
WEST BENGAL,713149,PURBA BARDHAMAN,,,,
WEST BENGAL,713150,PURBA BARDHAMAN,,,,
WEST BENGAL,713151,PURBA BARDHAMAN,,,,
WEST BENGAL,713152,PURBA BARDHAMAN,,,,
WEST BENGAL,713153,PURBA BARDHAMAN,,,,
WEST BENGAL,713154,PURBA BARDHAMAN,,,,
WEST BENGAL,713166,PURBA BARDHAMAN,,,,
WEST BENGAL,713201,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713202,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713203,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713204,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713205,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713206,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713207,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713208,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713209,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713210,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713211,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713212,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713213,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713214,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713215,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713216,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713217,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713301,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713302,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713303,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713304,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713305,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713315,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713321,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713322,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713323,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713324,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713325,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713326,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713330,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713331,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713332,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713333,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713334,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713335,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713336,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713337,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713338,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713339,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713340,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713341,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713342,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713343,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713344,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713346,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713347,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713357,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713358,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713359,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713360,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713361,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713362,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713363,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713365,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713369,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713370,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713371,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713372,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713373,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713376,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713378,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713381,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713384,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713385,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713386,PASCHIM BARDHAMAN,,,,
WEST BENGAL,713401,PURBA BARDHAMAN,,,,
WEST BENGAL,713403,PURBA BARDHAMAN,,,,
WEST BENGAL,713404,PURBA BARDHAMAN,,,,
WEST BENGAL,713405,PURBA BARDHAMAN,,,,
WEST BENGAL,713406,PURBA BARDHAMAN,,,,
WEST BENGAL,713407,PURBA BARDHAMAN,,,,
WEST BENGAL,713408,PURBA BARDHAMAN,,,,
WEST BENGAL,713409,PURBA BARDHAMAN,,,,
WEST BENGAL,713420,PURBA BARDHAMAN,,,,
WEST BENGAL,713421,PURBA BARDHAMAN,,,,
WEST BENGAL,713422,PURBA BARDHAMAN,,,,
WEST BENGAL,713423,PURBA BARDHAMAN,,,,
WEST BENGAL,713424,PURBA BARDHAMAN,,,,
WEST BENGAL,713426,PURBA BARDHAMAN,,,,
WEST BENGAL,713427,HOOGHLY,PURBA BARDHAMAN,,,
WEST BENGAL,713428,PURBA BARDHAMAN,,,,
WEST BENGAL,713502,NADIA,PURBA BARDHAMAN,,,
WEST BENGAL,713512,PURBA BARDHAMAN,,,,
WEST BENGAL,713513,PURBA BARDHAMAN,,,,
WEST BENGAL,713514,PURBA BARDHAMAN,,,,
WEST BENGAL,713515,PURBA BARDHAMAN,,,,
WEST BENGAL,713519,NADIA,PURBA BARDHAMAN,,,
WEST BENGAL,713520,PURBA BARDHAMAN,,,,
WEST BENGAL,721101,MEDINIPUR WEST,,,,
WEST BENGAL,721102,MEDINIPUR WEST,,,,
WEST BENGAL,721121,Jhargram,MEDINIPUR WEST,,,
WEST BENGAL,721122,MEDINIPUR WEST,,,,
WEST BENGAL,721124,MEDINIPUR WEST,,,,
WEST BENGAL,721125,Jhargram,,,,
WEST BENGAL,721126,MEDINIPUR WEST,,,,
WEST BENGAL,721127,MEDINIPUR WEST,,,,
WEST BENGAL,721128,Jhargram,MEDINIPUR WEST,,,
WEST BENGAL,721129,MEDINIPUR WEST,,,,
WEST BENGAL,721130,MEDINIPUR EAST,MEDINIPUR WEST,,,
WEST BENGAL,721131,MEDINIPUR EAST,MEDINIPUR WEST,,,
WEST BENGAL,721132,MEDINIPUR WEST,,,,
WEST BENGAL,721133,MEDINIPUR WEST,,,,
WEST BENGAL,721134,MEDINIPUR EAST,,,,
WEST BENGAL,721135,Jhargram,MEDINIPUR WEST,,,
WEST BENGAL,721136,MEDINIPUR WEST,,,,
WEST BENGAL,721137,MEDINIPUR EAST,,,,
WEST BENGAL,721139,MEDINIPUR EAST,MEDINIPUR WEST,,,
WEST BENGAL,721140,MEDINIPUR WEST,,,,
WEST BENGAL,721143,Jhargram,,,,
WEST BENGAL,721144,MEDINIPUR EAST,MEDINIPUR WEST,,,
WEST BENGAL,721145,MEDINIPUR WEST,,,,
WEST BENGAL,721146,MEDINIPUR WEST,,,,
WEST BENGAL,721147,MEDINIPUR WEST,,,,
WEST BENGAL,721148,MEDINIPUR WEST,,,,
WEST BENGAL,721149,MEDINIPUR WEST,,,,
WEST BENGAL,721150,MEDINIPUR WEST,,,,
WEST BENGAL,721151,MEDINIPUR EAST,,,,
WEST BENGAL,721152,MEDINIPUR EAST,MEDINIPUR WEST,,,
WEST BENGAL,721153,MEDINIPUR WEST,,,,
WEST BENGAL,721154,MEDINIPUR EAST,MEDINIPUR WEST,,,
WEST BENGAL,721155,MEDINIPUR WEST,,,,
WEST BENGAL,721156,MEDINIPUR WEST,,,,
WEST BENGAL,721157,MEDINIPUR WEST,,,,
WEST BENGAL,721158,MEDINIPUR EAST,,,,
WEST BENGAL,721159,Jhargram,,,,
WEST BENGAL,721160,MEDINIPUR WEST,,,,
WEST BENGAL,721161,MEDINIPUR WEST,,,,
WEST BENGAL,721166,MEDINIPUR WEST,,,,
WEST BENGAL,721171,MEDINIPUR EAST,,,,
WEST BENGAL,721172,MEDINIPUR EAST,,,,
WEST BENGAL,721201,MEDINIPUR WEST,,,,
WEST BENGAL,721211,MEDINIPUR WEST,,,,
WEST BENGAL,721212,HOOGHLY,MEDINIPUR WEST,,,
WEST BENGAL,721222,MEDINIPUR WEST,,,,
WEST BENGAL,721232,MEDINIPUR WEST,,,,
WEST BENGAL,721242,MEDINIPUR WEST,,,,
WEST BENGAL,721253,MEDINIPUR WEST,,,,
WEST BENGAL,721260,MEDINIPUR WEST,,,,
WEST BENGAL,721301,MEDINIPUR WEST,,,,
WEST BENGAL,721302,MEDINIPUR WEST,,,,
WEST BENGAL,721303,MEDINIPUR WEST,,,,
WEST BENGAL,721304,MEDINIPUR WEST,,,,
WEST BENGAL,721305,MEDINIPUR WEST,,,,
WEST BENGAL,721306,MEDINIPUR WEST,,,,
WEST BENGAL,721401,MEDINIPUR EAST,,,,
WEST BENGAL,721402,MEDINIPUR EAST,,,,
WEST BENGAL,721403,MEDINIPUR EAST,,,,
WEST BENGAL,721404,MEDINIPUR EAST,,,,
WEST BENGAL,721405,MEDINIPUR EAST,,,,
WEST BENGAL,721406,MEDINIPUR EAST,,,,
WEST BENGAL,721420,MEDINIPUR EAST,MEDINIPUR WEST,,,
WEST BENGAL,721422,MEDINIPUR EAST,,,,
WEST BENGAL,721423,MEDINIPUR EAST,,,,
WEST BENGAL,721424,MEDINIPUR WEST,,,,
WEST BENGAL,721425,MEDINIPUR EAST,,,,
WEST BENGAL,721426,MEDINIPUR WEST,,,,
WEST BENGAL,721427,MEDINIPUR EAST,,,,
WEST BENGAL,721428,MEDINIPUR EAST,,,,
WEST BENGAL,721429,MEDINIPUR EAST,,,,
WEST BENGAL,721430,MEDINIPUR EAST,,,,
WEST BENGAL,721431,MEDINIPUR EAST,,,,
WEST BENGAL,721432,MEDINIPUR EAST,,,,
WEST BENGAL,721433,MEDINIPUR EAST,,,,
WEST BENGAL,721434,MEDINIPUR EAST,,,,
WEST BENGAL,721435,MEDINIPUR WEST,,,,
WEST BENGAL,721436,MEDINIPUR WEST,,,,
WEST BENGAL,721437,MEDINIPUR WEST,,,,
WEST BENGAL,721438,MEDINIPUR EAST,,,,
WEST BENGAL,721439,MEDINIPUR EAST,,,,
WEST BENGAL,721440,MEDINIPUR EAST,,,,
WEST BENGAL,721441,MEDINIPUR EAST,,,,
WEST BENGAL,721442,MEDINIPUR EAST,,,,
WEST BENGAL,721443,MEDINIPUR EAST,MEDINIPUR WEST,,,
WEST BENGAL,721444,MEDINIPUR EAST,,,,
WEST BENGAL,721445,MEDINIPUR WEST,,,,
WEST BENGAL,721446,MEDINIPUR EAST,,,,
WEST BENGAL,721447,MEDINIPUR EAST,,,,
WEST BENGAL,721448,MEDINIPUR EAST,,,,
WEST BENGAL,721449,MEDINIPUR EAST,,,,
WEST BENGAL,721450,MEDINIPUR EAST,,,,
WEST BENGAL,721451,MEDINIPUR WEST,,,,
WEST BENGAL,721452,MEDINIPUR EAST,,,,
WEST BENGAL,721453,MEDINIPUR EAST,,,,
WEST BENGAL,721454,MEDINIPUR EAST,,,,
WEST BENGAL,721455,MEDINIPUR EAST,,,,
WEST BENGAL,721456,MEDINIPUR EAST,,,,
WEST BENGAL,721457,MEDINIPUR WEST,,,,
WEST BENGAL,721458,MEDINIPUR EAST,,,,
WEST BENGAL,721463,MEDINIPUR EAST,,,,
WEST BENGAL,721467,MEDINIPUR WEST,,,,
WEST BENGAL,721501,Jhargram,,,,
WEST BENGAL,721503,Jhargram,,,,
WEST BENGAL,721504,BANKURA,Jhargram,,,
WEST BENGAL,721505,Jhargram,,,,
WEST BENGAL,721506,Jhargram,,,,
WEST BENGAL,721507,Jhargram,,,,
WEST BENGAL,721513,Jhargram,MEDINIPUR WEST,,,
WEST BENGAL,721514,Jhargram,,,,
WEST BENGAL,721515,Jhargram,,,,
WEST BENGAL,721516,Jhargram,MEDINIPUR WEST,,,
WEST BENGAL,721517,Jhargram,,,,
WEST BENGAL,721601,MEDINIPUR EAST,,,,
WEST BENGAL,721602,MEDINIPUR EAST,,,,
WEST BENGAL,721603,MEDINIPUR EAST,,,,
WEST BENGAL,721604,MEDINIPUR EAST,,,,
WEST BENGAL,721606,MEDINIPUR EAST,,,,
WEST BENGAL,721607,MEDINIPUR EAST,,,,
WEST BENGAL,721624,MEDINIPUR EAST,,,,
WEST BENGAL,721625,MEDINIPUR EAST,,,,
WEST BENGAL,721626,MEDINIPUR EAST,,,,
WEST BENGAL,721627,MEDINIPUR EAST,,,,
WEST BENGAL,721628,MEDINIPUR EAST,,,,
WEST BENGAL,721629,MEDINIPUR EAST,,,,
WEST BENGAL,721631,MEDINIPUR EAST,,,,
WEST BENGAL,721632,MEDINIPUR EAST,,,,
WEST BENGAL,721633,MEDINIPUR EAST,,,,
WEST BENGAL,721634,MEDINIPUR EAST,,,,
WEST BENGAL,721635,MEDINIPUR EAST,,,,
WEST BENGAL,721636,MEDINIPUR EAST,,,,
WEST BENGAL,721637,MEDINIPUR EAST,,,,
WEST BENGAL,721641,MEDINIPUR EAST,MEDINIPUR WEST,,,
WEST BENGAL,721642,MEDINIPUR EAST,,,,
WEST BENGAL,721643,MEDINIPUR EAST,,,,
WEST BENGAL,721644,MEDINIPUR EAST,,,,
WEST BENGAL,721645,MEDINIPUR EAST,,,,
WEST BENGAL,721646,MEDINIPUR EAST,,,,
WEST BENGAL,721647,MEDINIPUR EAST,,,,
WEST BENGAL,721648,MEDINIPUR EAST,,,,
WEST BENGAL,721649,MEDINIPUR EAST,,,,
WEST BENGAL,721650,MEDINIPUR EAST,,,,
WEST BENGAL,721651,MEDINIPUR EAST,,,,
WEST BENGAL,721652,MEDINIPUR EAST,,,,
WEST BENGAL,721653,MEDINIPUR EAST,,,,
WEST BENGAL,721654,MEDINIPUR EAST,,,,
WEST BENGAL,721655,MEDINIPUR EAST,,,,
WEST BENGAL,721656,MEDINIPUR EAST,,,,
WEST BENGAL,721657,MEDINIPUR EAST,,,,
WEST BENGAL,721658,MEDINIPUR EAST,,,,
WEST BENGAL,721659,MEDINIPUR EAST,,,,
WEST BENGAL,722101,BANKURA,,,,
WEST BENGAL,722102,BANKURA,,,,
WEST BENGAL,722121,BANKURA,,,,
WEST BENGAL,722122,BANKURA,,,,
WEST BENGAL,722132,BANKURA,,,,
WEST BENGAL,722133,BANKURA,,,,
WEST BENGAL,722134,BANKURA,,,,
WEST BENGAL,722135,BANKURA,,,,
WEST BENGAL,722136,BANKURA,,,,
WEST BENGAL,722137,BANKURA,,,,
WEST BENGAL,722138,BANKURA,,,,
WEST BENGAL,722139,BANKURA,,,,
WEST BENGAL,722140,BANKURA,,,,
WEST BENGAL,722141,BANKURA,,,,
WEST BENGAL,722142,BANKURA,,,,
WEST BENGAL,722143,BANKURA,,,,
WEST BENGAL,722144,BANKURA,,,,
WEST BENGAL,722146,BANKURA,,,,
WEST BENGAL,722147,BANKURA,,,,
WEST BENGAL,722148,BANKURA,,,,
WEST BENGAL,722149,BANKURA,,,,
WEST BENGAL,722150,BANKURA,,,,
WEST BENGAL,722151,BANKURA,,,,
WEST BENGAL,722152,BANKURA,,,,
WEST BENGAL,722153,BANKURA,,,,
WEST BENGAL,722154,BANKURA,,,,
WEST BENGAL,722155,BANKURA,,,,
WEST BENGAL,722156,BANKURA,,,,
WEST BENGAL,722157,BANKURA,,,,
WEST BENGAL,722158,BANKURA,,,,
WEST BENGAL,722160,BANKURA,,,,
WEST BENGAL,722161,BANKURA,,,,
WEST BENGAL,722162,BANKURA,,,,
WEST BENGAL,722164,BANKURA,,,,
WEST BENGAL,722173,BANKURA,,,,
WEST BENGAL,722183,BANKURA,,,,
WEST BENGAL,722201,BANKURA,,,,
WEST BENGAL,722202,BANKURA,,,,
WEST BENGAL,722203,BANKURA,,,,
WEST BENGAL,722204,BANKURA,,,,
WEST BENGAL,722205,BANKURA,,,,
WEST BENGAL,722206,BANKURA,,,,
WEST BENGAL,722207,BANKURA,,,,
WEST BENGAL,722208,BANKURA,,,,
WEST BENGAL,723101,PURULIA,,,,
WEST BENGAL,723102,PURULIA,,,,
WEST BENGAL,723103,PURULIA,,,,
WEST BENGAL,723104,PURULIA,,,,
WEST BENGAL,723121,PURULIA,,,,
WEST BENGAL,723126,PURULIA,,,,
WEST BENGAL,723127,PURULIA,,,,
WEST BENGAL,723128,PURULIA,,,,
WEST BENGAL,723129,PURULIA,,,,
WEST BENGAL,723130,PURULIA,,,,
WEST BENGAL,723131,PURULIA,,,,
WEST BENGAL,723132,PURULIA,,,,
WEST BENGAL,723133,PURULIA,,,,
WEST BENGAL,723142,PURULIA,,,,
WEST BENGAL,723143,PURULIA,,,,
WEST BENGAL,723145,PURULIA,,,,
WEST BENGAL,723146,PURULIA,,,,
WEST BENGAL,723147,PURULIA,,,,
WEST BENGAL,723148,PURULIA,,,,
WEST BENGAL,723149,PURULIA,,,,
WEST BENGAL,723151,PURULIA,,,,
WEST BENGAL,723152,PURULIA,,,,
WEST BENGAL,723153,PURULIA,,,,
WEST BENGAL,723154,PURULIA,,,,
WEST BENGAL,723155,PURULIA,,,,
WEST BENGAL,723156,PURULIA,,,,
WEST BENGAL,723201,PURULIA,,,,
WEST BENGAL,723202,PURULIA,,,,
WEST BENGAL,723212,PURULIA,,,,
WEST BENGAL,723213,PURULIA,,,,
WEST BENGAL,723215,PURULIA,,,,
WEST BENGAL,731101,BIRBHUM,,,,
WEST BENGAL,731102,BIRBHUM,,,,
WEST BENGAL,731103,BIRBHUM,,,,
WEST BENGAL,731104,BIRBHUM,,,,
WEST BENGAL,731121,BIRBHUM,,,,
WEST BENGAL,731123,BIRBHUM,,,,
WEST BENGAL,731124,BIRBHUM,,,,
WEST BENGAL,731125,BIRBHUM,,,,
WEST BENGAL,731126,BIRBHUM,,,,
WEST BENGAL,731127,BIRBHUM,,,,
WEST BENGAL,731129,BIRBHUM,,,,
WEST BENGAL,731130,BIRBHUM,,,,
WEST BENGAL,731132,BIRBHUM,,,,
WEST BENGAL,731133,BIRBHUM,,,,
WEST BENGAL,731201,BIRBHUM,,,,
WEST BENGAL,731202,BIRBHUM,,,,
WEST BENGAL,731204,BIRBHUM,,,,
WEST BENGAL,731214,BIRBHUM,PURBA BARDHAMAN,,,
WEST BENGAL,731215,BIRBHUM,PURBA BARDHAMAN,,,
WEST BENGAL,731216,BIRBHUM,,,,
WEST BENGAL,731218,BIRBHUM,,,,
WEST BENGAL,731219,BIRBHUM,MURSHIDABAD,,,
WEST BENGAL,731220,BIRBHUM,,,,
WEST BENGAL,731221,BIRBHUM,MURSHIDABAD,,,
WEST BENGAL,731222,BIRBHUM,MURSHIDABAD,,,
WEST BENGAL,731223,BIRBHUM,,,,
WEST BENGAL,731224,BIRBHUM,,,,
WEST BENGAL,731233,BIRBHUM,,,,
WEST BENGAL,731234,BIRBHUM,,,,
WEST BENGAL,731235,BIRBHUM,,,,
WEST BENGAL,731236,BIRBHUM,,,,
WEST BENGAL,731237,BIRBHUM,,,,
WEST BENGAL,731238,BIRBHUM,,,,
WEST BENGAL,731240,BIRBHUM,,,,
WEST BENGAL,731241,BIRBHUM,MURSHIDABAD,,,
WEST BENGAL,731242,BIRBHUM,,,,
WEST BENGAL,731243,BIRBHUM,,,,
WEST BENGAL,731244,BIRBHUM,MURSHIDABAD,,,
WEST BENGAL,731245,BIRBHUM,,,,
WEST BENGAL,731301,BIRBHUM,,,,
WEST BENGAL,731302,BIRBHUM,,,,
WEST BENGAL,731303,BIRBHUM,,,,
WEST BENGAL,731304,BIRBHUM,,,,
WEST BENGAL,732101,MALDAH,,,,
WEST BENGAL,732102,MALDAH,,,,
WEST BENGAL,732103,MALDAH,,,,
WEST BENGAL,732121,MALDAH,,,,
WEST BENGAL,732122,MALDAH,,,,
WEST BENGAL,732123,MALDAH,,,,
WEST BENGAL,732124,MALDAH,,,,
WEST BENGAL,732125,MALDAH,,,,
WEST BENGAL,732126,MALDAH,,,,
WEST BENGAL,732127,MALDAH,,,,
WEST BENGAL,732128,MALDAH,,,,
WEST BENGAL,732138,MALDAH,,,,
WEST BENGAL,732139,MALDAH,,,,
WEST BENGAL,732140,MALDAH,,,,
WEST BENGAL,732141,MALDAH,,,,
WEST BENGAL,732142,MALDAH,,,,
WEST BENGAL,732144,MALDAH,,,,
WEST BENGAL,732201,MALDAH,,,,
WEST BENGAL,732202,MALDAH,,,,
WEST BENGAL,732203,MALDAH,,,,
WEST BENGAL,732204,MALDAH,,,,
WEST BENGAL,732205,MALDAH,,,,
WEST BENGAL,732206,MALDAH,,,,
WEST BENGAL,732207,MALDAH,,,,
WEST BENGAL,732208,MALDAH,,,,
WEST BENGAL,732209,MALDAH,,,,
WEST BENGAL,732210,MALDAH,,,,
WEST BENGAL,732215,MALDAH,,,,
WEST BENGAL,732216,MALDAH,,,,
WEST BENGAL,733101,DINAJPUR DAKSHIN,,,,
WEST BENGAL,733102,DINAJPUR DAKSHIN,,,,
WEST BENGAL,733103,DINAJPUR DAKSHIN,,,,
WEST BENGAL,733121,DINAJPUR DAKSHIN,,,,
WEST BENGAL,733123,DINAJPUR UTTAR,,,,
WEST BENGAL,733124,DINAJPUR DAKSHIN,MALDAH,,,
WEST BENGAL,733125,DINAJPUR DAKSHIN,DINAJPUR UTTAR,,,
WEST BENGAL,733126,DINAJPUR DAKSHIN,,,,
WEST BENGAL,733127,DINAJPUR DAKSHIN,,,,
WEST BENGAL,733128,DINAJPUR DAKSHIN,DINAJPUR UTTAR,,,
WEST BENGAL,733129,DINAJPUR UTTAR,,,,
WEST BENGAL,733130,DINAJPUR UTTAR,,,,
WEST BENGAL,733132,DINAJPUR DAKSHIN,DINAJPUR UTTAR,,,
WEST BENGAL,733133,DINAJPUR DAKSHIN,,,,
WEST BENGAL,733134,DINAJPUR UTTAR,,,,
WEST BENGAL,733140,DINAJPUR DAKSHIN,,,,
WEST BENGAL,733141,DINAJPUR DAKSHIN,,,,
WEST BENGAL,733142,DINAJPUR DAKSHIN,MALDAH,,,
WEST BENGAL,733143,DINAJPUR UTTAR,,,,
WEST BENGAL,733145,DINAJPUR DAKSHIN,,,,
WEST BENGAL,733156,DINAJPUR UTTAR,,,,
WEST BENGAL,733158,DINAJPUR DAKSHIN,DINAJPUR UTTAR,,,
WEST BENGAL,733201,DINAJPUR UTTAR,,,,
WEST BENGAL,733202,DINAJPUR UTTAR,,,,
WEST BENGAL,733207,DINAJPUR UTTAR,,,,
WEST BENGAL,733208,DINAJPUR UTTAR,,,,
WEST BENGAL,733209,DINAJPUR UTTAR,,,,
WEST BENGAL,733210,DINAJPUR UTTAR,,,,
WEST BENGAL,733215,DINAJPUR UTTAR,,,,
WEST BENGAL,734001,DARJEELING,JALPAIGURI,,,
WEST BENGAL,734002,DARJEELING,,,,
WEST BENGAL,734003,DARJEELING,,,,
WEST BENGAL,734004,DARJEELING,JALPAIGURI,,,
WEST BENGAL,734005,DARJEELING,,,,
WEST BENGAL,734006,JALPAIGURI,,,,
WEST BENGAL,734007,JALPAIGURI,,,,
WEST BENGAL,734008,DARJEELING,KALIMPONG,,,
WEST BENGAL,734009,DARJEELING,,,,
WEST BENGAL,734010,DARJEELING,,,,
WEST BENGAL,734011,DARJEELING,,,,
WEST BENGAL,734012,DARJEELING,,,,
WEST BENGAL,734013,DARJEELING,,,,
WEST BENGAL,734014,DARJEELING,,,,
WEST BENGAL,734015,JALPAIGURI,,,,
WEST BENGAL,734101,DARJEELING,,,,
WEST BENGAL,734102,DARJEELING,,,,
WEST BENGAL,734103,DARJEELING,,,,
WEST BENGAL,734104,DARJEELING,,,,
WEST BENGAL,734105,DARJEELING,,,,
WEST BENGAL,734201,DARJEELING,,,,
WEST BENGAL,734203,DARJEELING,,,,
WEST BENGAL,734204,DARJEELING,,,,
WEST BENGAL,734209,DARJEELING,,,,
WEST BENGAL,734213,DARJEELING,,,,
WEST BENGAL,734214,DARJEELING,,,,
WEST BENGAL,734215,DARJEELING,,,,
WEST BENGAL,734216,DARJEELING,,,,
WEST BENGAL,734217,DARJEELING,,,,
WEST BENGAL,734218,DARJEELING,,,,
WEST BENGAL,734220,DARJEELING,,,,
WEST BENGAL,734221,DARJEELING,,,,
WEST BENGAL,734222,DARJEELING,,,,
WEST BENGAL,734223,DARJEELING,,,,
WEST BENGAL,734224,DARJEELING,,,,
WEST BENGAL,734226,DARJEELING,,,,
WEST BENGAL,734301,KALIMPONG,,,,
WEST BENGAL,734311,KALIMPONG,,,,
WEST BENGAL,734312,DARJEELING,KALIMPONG,,,
WEST BENGAL,734313,DARJEELING,,,,
WEST BENGAL,734314,KALIMPONG,,,,
WEST BENGAL,734315,KALIMPONG,,,,
WEST BENGAL,734316,KALIMPONG,,,,
WEST BENGAL,734421,DARJEELING,,,,
WEST BENGAL,734423,DARJEELING,,,,
WEST BENGAL,734424,DARJEELING,,,,
WEST BENGAL,734425,DARJEELING,,,,
WEST BENGAL,734426,DARJEELING,,,,
WEST BENGAL,734427,DARJEELING,,,,
WEST BENGAL,734429,DARJEELING,,,,
WEST BENGAL,734434,DARJEELING,,,,
WEST BENGAL,734501,JALPAIGURI,,,,
WEST BENGAL,734503,KALIMPONG,,,,
WEST BENGAL,735101,JALPAIGURI,,,,
WEST BENGAL,735102,JALPAIGURI,,,,
WEST BENGAL,735121,JALPAIGURI,,,,
WEST BENGAL,735122,COOCHBEHAR,JALPAIGURI,,,
WEST BENGAL,735132,JALPAIGURI,,,,
WEST BENGAL,735133,JALPAIGURI,,,,
WEST BENGAL,735134,JALPAIGURI,,,,
WEST BENGAL,735135,JALPAIGURI,,,,
